candidate_id,pair_id,direction,content_index,style_index,content_label,style_label,content_class,style_class,style_strength,file_name
pair0_bird_to_airplane_15,0,bird_to_airplane,7033,4615,1,0,bird,airplane,0.8,pair0_bird_to_airplane_15.png
pair0_bird_to_airplane_16,0,bird_to_airplane,5123,5918,1,0,bird,airplane,0.8,pair0_bird_to_airplane_16.png
pair0_bird_to_airplane_17,0,bird_to_airplane,1871,81,1,0,bird,airplane,0.8,pair0_bird_to_airplane_17.png
pair0_bird_to_airplane_18,0,bird_to_airplane,4298,3437,1,0,bird,airplane,0.8,pair0_bird_to_airplane_18.png
pair0_bird_to_airplane_19,0,bird_to_airplane,1109,6609,1,0,bird,airplane,0.8,pair0_bird_to_airplane_19.png
pair0_bird_to_airplane_20,0,bird_to_airplane,95,2024,1,0,bird,airplane,0.8,pair0_bird_to_airplane_20.png
pair0_bird_to_airplane_21,0,bird_to_airplane,3550,5478,1,0,bird,airplane,0.8,pair0_bird_to_airplane_21.png
pair0_bird_to_airplane_22,0,bird_to_airplane,5488,6455,1,0,bird,airplane,0.8,pair0_bird_to_airplane_22.png
pair0_bird_to_airplane_23,0,bird_to_airplane,3937,6437,1,0,bird,airplane,0.8,pair0_bird_to_airplane_23.png
pair0_bird_to_airplane_24,0,bird_to_airplane,1230,3455,1,0,bird,airplane,0.8,pair0_bird_to_airplane_24.png
pair0_bird_to_airplane_25,0,bird_to_airplane,3413,7262,1,0,bird,airplane,0.8,pair0_bird_to_airplane_25.png
pair0_bird_to_airplane_26,0,bird_to_airplane,198,1648,1,0,bird,airplane,0.8,pair0_bird_to_airplane_26.png
pair0_bird_to_airplane_27,0,bird_to_airplane,7390,7634,1,0,bird,airplane,0.8,pair0_bird_to_airplane_27.png
pair0_bird_to_airplane_28,0,bird_to_airplane,304,562,1,0,bird,airplane,0.8,pair0_bird_to_airplane_28.png
pair0_bird_to_airplane_29,0,bird_to_airplane,261,3025,1,0,bird,airplane,0.8,pair0_bird_to_airplane_29.png
pair1_car_to_cat_00,1,car_to_cat,5333,3383,2,3,car,cat,0.8,pair1_car_to_cat_00.png
pair1_car_to_cat_01,1,car_to_cat,3067,672,2,3,car,cat,0.8,pair1_car_to_cat_01.png
pair1_car_to_cat_02,1,car_to_cat,6332,4463,2,3,car,cat,0.8,pair1_car_to_cat_02.png
pair1_car_to_cat_03,1,car_to_cat,49,4168,2,3,car,cat,0.8,pair1_car_to_cat_03.png
pair1_car_to_cat_04,1,car_to_cat,409,4330,2,3,car,cat,0.8,pair1_car_to_cat_04.png
pair1_car_to_cat_05,1,car_to_cat,3362,4215,2,3,car,cat,0.8,pair1_car_to_cat_05.png
pair1_car_to_cat_06,1,car_to_cat,5512,3562,2,3,car,cat,0.8,pair1_car_to_cat_06.png
pair1_car_to_cat_07,1,car_to_cat,1202,791,2,3,car,cat,0.8,pair1_car_to_cat_07.png
pair1_car_to_cat_08,1,car_to_cat,1586,4609,2,3,car,cat,0.8,pair1_car_to_cat_08.png
pair1_car_to_cat_09,1,car_to_cat,1520,2539,2,3,car,cat,0.8,pair1_car_to_cat_09.png
pair1_car_to_cat_10,1,car_to_cat,470,738,2,3,car,cat,0.8,pair1_car_to_cat_10.png
pair1_car_to_cat_11,1,car_to_cat,6271,365,2,3,car,cat,0.8,pair1_car_to_cat_11.png
pair1_car_to_cat_12,1,car_to_cat,6354,1370,2,3,car,cat,0.8,pair1_car_to_cat_12.png
pair1_car_to_cat_13,1,car_to_cat,3755,3375,2,3,car,cat,0.8,pair1_car_to_cat_13.png
pair1_car_to_cat_14,1,car_to_cat,6264,3851,2,3,car,cat,0.8,pair1_car_to_cat_14.png
pair1_car_to_cat_15,1,car_to_cat,5677,632,2,3,car,cat,0.8,pair1_car_to_cat_15.png
pair1_car_to_cat_16,1,car_to_cat,3024,2291,2,3,car,cat,0.8,pair1_car_to_cat_16.png
pair1_car_to_cat_17,1,car_to_cat,5824,4323,2,3,car,cat,0.8,pair1_car_to_cat_17.png
pair1_car_to_cat_18,1,car_to_cat,2502,6952,2,3,car,cat,0.8,pair1_car_to_cat_18.png
pair1_car_to_cat_19,1,car_to_cat,714,2861,2,3,car,cat,0.8,pair1_car_to_cat_19.png
pair1_car_to_cat_20,1,car_to_cat,6028,4908,2,3,car,cat,0.8,pair1_car_to_cat_20.png
pair1_car_to_cat_21,1,car_to_cat,2082,4881,2,3,car,cat,0.8,pair1_car_to_cat_21.png
pair1_car_to_cat_22,1,car_to_cat,7084,7744,2,3,car,cat,0.8,pair1_car_to_cat_22.png
pair1_car_to_cat_23,1,car_to_cat,483,1204,2,3,car,cat,0.8,pair1_car_to_cat_23.png
pair1_car_to_cat_24,1,car_to_cat,5756,1531,2,3,car,cat,0.8,pair1_car_to_cat_24.png
pair1_car_to_cat_25,1,car_to_cat,5318,7793,2,3,car,cat,0.8,pair1_car_to_cat_25.png
pair1_car_to_cat_26,1,car_to_cat,2392,2028,2,3,car,cat,0.8,pair1_car_to_cat_26.png
pair1_car_to_cat_27,1,car_to_cat,6503,372,2,3,car,cat,0.8,pair1_car_to_cat_27.png
pair1_car_to_cat_28,1,car_to_cat,35,2536,2,3,car,cat,0.8,pair1_car_to_cat_28.png
pair1_car_to_cat_29,1,car_to_cat,6616,2754,2,3,car,cat,0.8,pair1_car_to_cat_29.png
pair1_cat_to_car_00,1,cat_to_car,677,6332,3,2,cat,car,0.8,pair1_cat_to_car_00.png
pair1_cat_to_car_01,1,cat_to_car,2291,6503,3,2,cat,car,0.8,pair1_cat_to_car_01.png
pair1_cat_to_car_02,1,cat_to_car,3778,1586,3,2,cat,car,0.8,pair1_cat_to_car_02.png
pair1_cat_to_car_03,1,cat_to_car,4531,5218,3,2,cat,car,0.8,pair1_cat_to_car_03.png
pair1_cat_to_car_04,1,cat_to_car,4229,714,3,2,cat,car,0.8,pair1_cat_to_car_04.png
pair1_cat_to_car_05,1,cat_to_car,4463,3755,3,2,cat,car,0.8,pair1_cat_to_car_05.png
pair1_cat_to_car_06,1,cat_to_car,4609,409,3,2,cat,car,0.8,pair1_cat_to_car_06.png
pair1_cat_to_car_07,1,cat_to_car,672,6028,3,2,cat,car,0.8,pair1_cat_to_car_07.png
pair1_cat_to_car_08,1,cat_to_car,4590,2082,3,2,cat,car,0.8,pair1_cat_to_car_08.png
pair1_cat_to_car_09,1,cat_to_car,4023,6271,3,2,cat,car,0.8,pair1_cat_to_car_09.png
pair1_cat_to_car_10,1,cat_to_car,3914,1814,3,2,cat,car,0.8,pair1_cat_to_car_10.png
pair1_cat_to_car_11,1,cat_to_car,3375,6244,3,2,cat,car,0.8,pair1_cat_to_car_11.png
pair1_cat_to_car_12,1,cat_to_car,176,5512,3,2,cat,car,0.8,pair1_cat_to_car_12.png
pair1_cat_to_car_13,1,cat_to_car,4215,1839,3,2,cat,car,0.8,pair1_cat_to_car_13.png
pair1_cat_to_car_14,1,cat_to_car,365,4921,3,2,cat,car,0.8,pair1_cat_to_car_14.png
pair1_cat_to_car_15,1,cat_to_car,6490,1403,3,2,cat,car,0.8,pair1_cat_to_car_15.png
pair1_cat_to_car_16,1,cat_to_car,2539,3067,3,2,cat,car,0.8,pair1_cat_to_car_16.png
pair1_cat_to_car_17,1,cat_to_car,2754,2392,3,2,cat,car,0.8,pair1_cat_to_car_17.png
pair1_cat_to_car_18,1,cat_to_car,3851,1520,3,2,cat,car,0.8,pair1_cat_to_car_18.png
pair1_cat_to_car_19,1,cat_to_car,6952,6264,3,2,cat,car,0.8,pair1_cat_to_car_19.png
pair1_cat_to_car_20,1,cat_to_car,4168,5756,3,2,cat,car,0.8,pair1_cat_to_car_20.png
pair1_cat_to_car_21,1,cat_to_car,2536,5183,3,2,cat,car,0.8,pair1_cat_to_car_21.png
pair1_cat_to_car_22,1,cat_to_car,4330,317,3,2,cat,car,0.8,pair1_cat_to_car_22.png
pair1_cat_to_car_23,1,cat_to_car,1263,3362,3,2,cat,car,0.8,pair1_cat_to_car_23.png
pair1_cat_to_car_24,1,cat_to_car,1431,5333,3,2,cat,car,0.8,pair1_cat_to_car_24.png
pair1_cat_to_car_25,1,cat_to_car,3383,35,3,2,cat,car,0.8,pair1_cat_to_car_25.png
pair1_cat_to_car_26,1,cat_to_car,4821,3454,3,2,cat,car,0.8,pair1_cat_to_car_26.png
pair1_cat_to_car_27,1,cat_to_car,1370,483,3,2,cat,car,0.8,pair1_cat_to_car_27.png
pair1_cat_to_car_28,1,cat_to_car,5528,49,3,2,cat,car,0.8,pair1_cat_to_car_28.png
pair1_cat_to_car_29,1,cat_to_car,7793,6426,3,2,cat,car,0.8,pair1_cat_to_car_29.png
pair2_deer_to_ship_00,2,deer_to_ship,7610,4311,4,8,deer,ship,0.8,pair2_deer_to_ship_00.png
pair2_deer_to_ship_01,2,deer_to_ship,7940,5694,4,8,deer,ship,0.8,pair2_deer_to_ship_01.png
pair2_deer_to_ship_02,2,deer_to_ship,1211,6689,4,8,deer,ship,0.8,pair2_deer_to_ship_02.png
pair2_deer_to_ship_03,2,deer_to_ship,5135,7446,4,8,deer,ship,0.8,pair2_deer_to_ship_03.png
pair2_deer_to_ship_04,2,deer_to_ship,3179,5705,4,8,deer,ship,0.8,pair2_deer_to_ship_04.png
pair2_deer_to_ship_05,2,deer_to_ship,1111,4177,4,8,deer,ship,0.8,pair2_deer_to_ship_05.png
pair2_deer_to_ship_06,2,deer_to_ship,1124,5451,4,8,deer,ship,0.8,pair2_deer_to_ship_06.png
pair2_deer_to_ship_07,2,deer_to_ship,2898,1833,4,8,deer,ship,0.8,pair2_deer_to_ship_07.png
pair2_deer_to_ship_08,2,deer_to_ship,766,716,4,8,deer,ship,0.8,pair2_deer_to_ship_08.png
pair2_deer_to_ship_09,2,deer_to_ship,5789,706,4,8,deer,ship,0.8,pair2_deer_to_ship_09.png
pair2_deer_to_ship_10,2,deer_to_ship,6528,151,4,8,deer,ship,0.8,pair2_deer_to_ship_10.png
pair2_deer_to_ship_11,2,deer_to_ship,171,3905,4,8,deer,ship,0.8,pair2_deer_to_ship_11.png
pair2_deer_to_ship_12,2,deer_to_ship,3512,1129,4,8,deer,ship,0.8,pair2_deer_to_ship_12.png
pair2_deer_to_ship_13,2,deer_to_ship,7475,2230,4,8,deer,ship,0.8,pair2_deer_to_ship_13.png
pair2_deer_to_ship_14,2,deer_to_ship,3365,7138,4,8,deer,ship,0.8,pair2_deer_to_ship_14.png
pair2_deer_to_ship_15,2,deer_to_ship,3891,1247,4,8,deer,ship,0.8,pair2_deer_to_ship_15.png
pair2_deer_to_ship_16,2,deer_to_ship,3763,4069,4,8,deer,ship,0.8,pair2_deer_to_ship_16.png
pair2_deer_to_ship_17,2,deer_to_ship,7864,667,4,8,deer,ship,0.8,pair2_deer_to_ship_17.png
pair2_deer_to_ship_18,2,deer_to_ship,1266,7818,4,8,deer,ship,0.8,pair2_deer_to_ship_18.png
pair2_deer_to_ship_19,2,deer_to_ship,4740,3157,4,8,deer,ship,0.8,pair2_deer_to_ship_19.png
pair2_deer_to_ship_20,2,deer_to_ship,4054,2342,4,8,deer,ship,0.8,pair2_deer_to_ship_20.png
pair2_deer_to_ship_21,2,deer_to_ship,855,7999,4,8,deer,ship,0.8,pair2_deer_to_ship_21.png
pair2_deer_to_ship_22,2,deer_to_ship,5213,7875,4,8,deer,ship,0.8,pair2_deer_to_ship_22.png
pair2_deer_to_ship_23,2,deer_to_ship,4642,5000,4,8,deer,ship,0.8,pair2_deer_to_ship_23.png
pair2_deer_to_ship_24,2,deer_to_ship,506,962,4,8,deer,ship,0.8,pair2_deer_to_ship_24.png
pair2_deer_to_ship_25,2,deer_to_ship,1429,739,4,8,deer,ship,0.8,pair2_deer_to_ship_25.png
pair2_deer_to_ship_26,2,deer_to_ship,7692,2340,4,8,deer,ship,0.8,pair2_deer_to_ship_26.png
pair2_deer_to_ship_27,2,deer_to_ship,7944,5525,4,8,deer,ship,0.8,pair2_deer_to_ship_27.png
pair2_deer_to_ship_28,2,deer_to_ship,5467,2745,4,8,deer,ship,0.8,pair2_deer_to_ship_28.png
pair2_deer_to_ship_29,2,deer_to_ship,691,194,4,8,deer,ship,0.8,pair2_deer_to_ship_29.png
pair2_ship_to_deer_00,2,ship_to_deer,3157,3763,8,4,ship,deer,0.8,pair2_ship_to_deer_00.png
pair2_ship_to_deer_01,2,ship_to_deer,1833,1111,8,4,ship,deer,0.8,pair2_ship_to_deer_01.png
pair2_ship_to_deer_02,2,ship_to_deer,1129,3458,8,4,ship,deer,0.8,pair2_ship_to_deer_02.png
pair2_ship_to_deer_03,2,ship_to_deer,7138,5135,8,4,ship,deer,0.8,pair2_ship_to_deer_03.png
pair2_ship_to_deer_04,2,ship_to_deer,4242,3287,8,4,ship,deer,0.8,pair2_ship_to_deer_04.png
pair2_ship_to_deer_05,2,ship_to_deer,5000,5062,8,4,ship,deer,0.8,pair2_ship_to_deer_05.png
pair2_ship_to_deer_06,2,ship_to_deer,4355,3512,8,4,ship,deer,0.8,pair2_ship_to_deer_06.png
pair2_ship_to_deer_07,2,ship_to_deer,7818,855,8,4,ship,deer,0.8,pair2_ship_to_deer_07.png
pair2_ship_to_deer_08,2,ship_to_deer,1640,5623,8,4,ship,deer,0.8,pair2_ship_to_deer_08.png
pair2_ship_to_deer_09,2,ship_to_deer,2191,3994,8,4,ship,deer,0.8,pair2_ship_to_deer_09.png
pair2_ship_to_deer_10,2,ship_to_deer,667,7944,8,4,ship,deer,0.8,pair2_ship_to_deer_10.png
pair2_ship_to_deer_11,2,ship_to_deer,2342,6528,8,4,ship,deer,0.8,pair2_ship_to_deer_11.png
pair2_ship_to_deer_12,2,ship_to_deer,7476,5467,8,4,ship,deer,0.8,pair2_ship_to_deer_12.png
pair2_ship_to_deer_13,2,ship_to_deer,1247,506,8,4,ship,deer,0.8,pair2_ship_to_deer_13.png
pair2_ship_to_deer_14,2,ship_to_deer,716,7692,8,4,ship,deer,0.8,pair2_ship_to_deer_14.png
pair2_ship_to_deer_15,2,ship_to_deer,6689,6097,8,4,ship,deer,0.8,pair2_ship_to_deer_15.png
pair2_ship_to_deer_16,2,ship_to_deer,4069,7475,8,4,ship,deer,0.8,pair2_ship_to_deer_16.png
pair2_ship_to_deer_17,2,ship_to_deer,4990,691,8,4,ship,deer,0.8,pair2_ship_to_deer_17.png
pair2_ship_to_deer_18,2,ship_to_deer,5451,1211,8,4,ship,deer,0.8,pair2_ship_to_deer_18.png
pair2_ship_to_deer_19,2,ship_to_deer,4676,3179,8,4,ship,deer,0.8,pair2_ship_to_deer_19.png
pair2_ship_to_deer_20,2,ship_to_deer,7875,171,8,4,ship,deer,0.8,pair2_ship_to_deer_20.png
pair2_ship_to_deer_21,2,ship_to_deer,706,5789,8,4,ship,deer,0.8,pair2_ship_to_deer_21.png
pair2_ship_to_deer_22,2,ship_to_deer,7460,7864,8,4,ship,deer,0.8,pair2_ship_to_deer_22.png
pair2_ship_to_deer_23,2,ship_to_deer,739,5556,8,4,ship,deer,0.8,pair2_ship_to_deer_23.png
pair2_ship_to_deer_24,2,ship_to_deer,6434,2704,8,4,ship,deer,0.8,pair2_ship_to_deer_24.png
pair2_ship_to_deer_25,2,ship_to_deer,194,7610,8,4,ship,deer,0.8,pair2_ship_to_deer_25.png
pair2_ship_to_deer_26,2,ship_to_deer,3948,6033,8,4,ship,deer,0.8,pair2_ship_to_deer_26.png
pair2_ship_to_deer_27,2,ship_to_deer,7999,4642,8,4,ship,deer,0.8,pair2_ship_to_deer_27.png
pair2_ship_to_deer_28,2,ship_to_deer,5705,1266,8,4,ship,deer,0.8,pair2_ship_to_deer_28.png
pair2_ship_to_deer_29,2,ship_to_deer,4662,3365,8,4,ship,deer,0.8,pair2_ship_to_deer_29.png
pair3_dog_to_truck_00,3,dog_to_truck,6989,5981,5,9,dog,truck,0.8,pair3_dog_to_truck_00.png
pair3_dog_to_truck_01,3,dog_to_truck,5701,2011,5,9,dog,truck,0.8,pair3_dog_to_truck_01.png
pair3_dog_to_truck_02,3,dog_to_truck,2458,4449,5,9,dog,truck,0.8,pair3_dog_to_truck_02.png
pair3_dog_to_truck_03,3,dog_to_truck,6358,7380,5,9,dog,truck,0.8,pair3_dog_to_truck_03.png
pair3_dog_to_truck_04,3,dog_to_truck,2265,1430,5,9,dog,truck,0.8,pair3_dog_to_truck_04.png
pair3_dog_to_truck_05,3,dog_to_truck,7706,239,5,9,dog,truck,0.8,pair3_dog_to_truck_05.png
pair3_dog_to_truck_06,3,dog_to_truck,6922,7752,5,9,dog,truck,0.8,pair3_dog_to_truck_06.png
pair3_dog_to_truck_07,3,dog_to_truck,6414,5572,5,9,dog,truck,0.8,pair3_dog_to_truck_07.png
pair3_dog_to_truck_08,3,dog_to_truck,7474,2655,5,9,dog,truck,0.8,pair3_dog_to_truck_08.png
pair3_dog_to_truck_09,3,dog_to_truck,1552,3318,5,9,dog,truck,0.8,pair3_dog_to_truck_09.png
pair3_dog_to_truck_10,3,dog_to_truck,4850,3996,5,9,dog,truck,0.8,pair3_dog_to_truck_10.png
pair3_dog_to_truck_11,3,dog_to_truck,3353,5788,5,9,dog,truck,0.8,pair3_dog_to_truck_11.png
pair3_dog_to_truck_12,3,dog_to_truck,319,1515,5,9,dog,truck,0.8,pair3_dog_to_truck_12.png
pair3_dog_to_truck_13,3,dog_to_truck,2766,5301,5,9,dog,truck,0.8,pair3_dog_to_truck_13.png
pair3_dog_to_truck_14,3,dog_to_truck,7776,1468,5,9,dog,truck,0.8,pair3_dog_to_truck_14.png
pair3_dog_to_truck_15,3,dog_to_truck,3889,7047,5,9,dog,truck,0.8,pair3_dog_to_truck_15.png
pair3_dog_to_truck_16,3,dog_to_truck,6716,276,5,9,dog,truck,0.8,pair3_dog_to_truck_16.png
pair3_dog_to_truck_17,3,dog_to_truck,97,1836,5,9,dog,truck,0.8,pair3_dog_to_truck_17.png
pair3_dog_to_truck_18,3,dog_to_truck,378,303,5,9,dog,truck,0.8,pair3_dog_to_truck_18.png
pair3_dog_to_truck_19,3,dog_to_truck,7041,2351,5,9,dog,truck,0.8,pair3_dog_to_truck_19.png
pair3_dog_to_truck_20,3,dog_to_truck,4966,7995,5,9,dog,truck,0.8,pair3_dog_to_truck_20.png
pair3_dog_to_truck_21,3,dog_to_truck,7130,7266,5,9,dog,truck,0.8,pair3_dog_to_truck_21.png
pair3_dog_to_truck_22,3,dog_to_truck,685,805,5,9,dog,truck,0.8,pair3_dog_to_truck_22.png
pair3_dog_to_truck_23,3,dog_to_truck,6224,3893,5,9,dog,truck,0.8,pair3_dog_to_truck_23.png
pair3_dog_to_truck_24,3,dog_to_truck,1877,419,5,9,dog,truck,0.8,pair3_dog_to_truck_24.png
pair3_dog_to_truck_25,3,dog_to_truck,3852,1022,5,9,dog,truck,0.8,pair3_dog_to_truck_25.png
pair3_dog_to_truck_26,3,dog_to_truck,645,5284,5,9,dog,truck,0.8,pair3_dog_to_truck_26.png
pair3_dog_to_truck_27,3,dog_to_truck,4547,6931,5,9,dog,truck,0.8,pair3_dog_to_truck_27.png
pair3_dog_to_truck_28,3,dog_to_truck,2427,5447,5,9,dog,truck,0.8,pair3_dog_to_truck_28.png
pair3_dog_to_truck_29,3,dog_to_truck,2268,131,5,9,dog,truck,0.8,pair3_dog_to_truck_29.png
pair3_truck_to_dog_00,3,truck_to_dog,303,2427,9,5,truck,dog,0.8,pair3_truck_to_dog_00.png
pair3_truck_to_dog_01,3,truck_to_dog,2655,6414,9,5,truck,dog,0.8,pair3_truck_to_dog_01.png
pair3_truck_to_dog_02,3,truck_to_dog,2351,2265,9,5,truck,dog,0.8,pair3_truck_to_dog_02.png
pair3_truck_to_dog_03,3,truck_to_dog,3942,1552,9,5,truck,dog,0.8,pair3_truck_to_dog_03.png
pair3_truck_to_dog_04,3,truck_to_dog,1515,378,9,5,truck,dog,0.8,pair3_truck_to_dog_04.png
pair3_truck_to_dog_05,3,truck_to_dog,2114,2623,9,5,truck,dog,0.8,pair3_truck_to_dog_05.png
pair3_truck_to_dog_06,3,truck_to_dog,1022,1095,9,5,truck,dog,0.8,pair3_truck_to_dog_06.png
pair3_truck_to_dog_07,3,truck_to_dog,4449,3852,9,5,truck,dog,0.8,pair3_truck_to_dog_07.png
pair3_truck_to_dog_08,3,truck_to_dog,5284,7706,9,5,truck,dog,0.8,pair3_truck_to_dog_08.png
pair3_truck_to_dog_09,3,truck_to_dog,4094,4953,9,5,truck,dog,0.8,pair3_truck_to_dog_09.png
pair3_truck_to_dog_10,3,truck_to_dog,1836,5101,9,5,truck,dog,0.8,pair3_truck_to_dog_10.png
pair3_truck_to_dog_11,3,truck_to_dog,2011,7413,9,5,truck,dog,0.8,pair3_truck_to_dog_11.png
pair3_truck_to_dog_12,3,truck_to_dog,3893,6989,9,5,truck,dog,0.8,pair3_truck_to_dog_12.png
pair3_truck_to_dog_13,3,truck_to_dog,1654,6358,9,5,truck,dog,0.8,pair3_truck_to_dog_13.png
pair3_truck_to_dog_14,3,truck_to_dog,852,1644,9,5,truck,dog,0.8,pair3_truck_to_dog_14.png
pair3_truck_to_dog_15,3,truck_to_dog,5447,3353,9,5,truck,dog,0.8,pair3_truck_to_dog_15.png
pair3_truck_to_dog_16,3,truck_to_dog,7047,2950,9,5,truck,dog,0.8,pair3_truck_to_dog_16.png
pair3_truck_to_dog_17,3,truck_to_dog,5360,3889,9,5,truck,dog,0.8,pair3_truck_to_dog_17.png
pair3_truck_to_dog_18,3,truck_to_dog,7266,5496,9,5,truck,dog,0.8,pair3_truck_to_dog_18.png
pair3_truck_to_dog_19,3,truck_to_dog,3318,97,9,5,truck,dog,0.8,pair3_truck_to_dog_19.png
pair3_truck_to_dog_20,3,truck_to_dog,1411,1626,9,5,truck,dog,0.8,pair3_truck_to_dog_20.png
pair3_truck_to_dog_21,3,truck_to_dog,5981,319,9,5,truck,dog,0.8,pair3_truck_to_dog_21.png
pair3_truck_to_dog_22,3,truck_to_dog,1430,4850,9,5,truck,dog,0.8,pair3_truck_to_dog_22.png
