candidate_id,pair_id,direction,content_index,style_index,content_label,style_label,content_class,style_class,style_strength,file_name,decision
pair0_airplane_to_bird_24,0,airplane_to_bird,1175,6733,0,1,airplane,bird,0.8,pair0_airplane_to_bird_24.png,accepted
pair0_airplane_to_bird_25,0,airplane_to_bird,1389,1090,0,1,airplane,bird,0.8,pair0_airplane_to_bird_25.png,accepted
pair0_airplane_to_bird_26,0,airplane_to_bird,4675,3937,0,1,airplane,bird,0.8,pair0_airplane_to_bird_26.png,accepted
pair0_airplane_to_bird_27,0,airplane_to_bird,3876,6938,0,1,airplane,bird,0.8,pair0_airplane_to_bird_27.png,accepted
pair0_airplane_to_bird_28,0,airplane_to_bird,6437,6594,0,1,airplane,bird,0.8,pair0_airplane_to_bird_28.png,accepted
pair0_bird_to_airplane_01,0,bird_to_airplane,3491,7320,1,0,bird,airplane,0.8,pair0_bird_to_airplane_01.png,accepted
pair0_bird_to_airplane_02,0,bird_to_airplane,2687,7150,1,0,bird,airplane,0.8,pair0_bird_to_airplane_02.png,accepted
pair0_bird_to_airplane_04,0,bird_to_airplane,6805,3083,1,0,bird,airplane,0.8,pair0_bird_to_airplane_04.png,accepted
pair0_bird_to_airplane_05,0,bird_to_airplane,1986,6986,1,0,bird,airplane,0.8,pair0_bird_to_airplane_05.png,accepted
pair0_bird_to_airplane_07,0,bird_to_airplane,3079,3876,1,0,bird,airplane,0.8,pair0_bird_to_airplane_07.png,accepted
pair0_bird_to_airplane_08,0,bird_to_airplane,6954,1977,1,0,bird,airplane,0.8,pair0_bird_to_airplane_08.png,accepted
pair0_bird_to_airplane_09,0,bird_to_airplane,1852,2750,1,0,bird,airplane,0.8,pair0_bird_to_airplane_09.png,accepted
pair0_bird_to_airplane_10,0,bird_to_airplane,6594,4675,1,0,bird,airplane,0.8,pair0_bird_to_airplane_10.png,accepted
pair0_bird_to_airplane_12,0,bird_to_airplane,5256,4819,1,0,bird,airplane,0.8,pair0_bird_to_airplane_12.png,accepted
pair0_bird_to_airplane_16,0,bird_to_airplane,5123,5918,1,0,bird,airplane,0.8,pair0_bird_to_airplane_16.png,accepted
pair0_bird_to_airplane_17,0,bird_to_airplane,1871,81,1,0,bird,airplane,0.8,pair0_bird_to_airplane_17.png,accepted
pair0_bird_to_airplane_18,0,bird_to_airplane,4298,3437,1,0,bird,airplane,0.8,pair0_bird_to_airplane_18.png,accepted
pair0_bird_to_airplane_19,0,bird_to_airplane,1109,6609,1,0,bird,airplane,0.8,pair0_bird_to_airplane_19.png,accepted
pair0_bird_to_airplane_21,0,bird_to_airplane,3550,5478,1,0,bird,airplane,0.8,pair0_bird_to_airplane_21.png,accepted
pair0_bird_to_airplane_22,0,bird_to_airplane,5488,6455,1,0,bird,airplane,0.8,pair0_bird_to_airplane_22.png,accepted
pair0_bird_to_airplane_23,0,bird_to_airplane,3937,6437,1,0,bird,airplane,0.8,pair0_bird_to_airplane_23.png,accepted
pair0_bird_to_airplane_24,0,bird_to_airplane,1230,3455,1,0,bird,airplane,0.8,pair0_bird_to_airplane_24.png,accepted
pair0_bird_to_airplane_26,0,bird_to_airplane,198,1648,1,0,bird,airplane,0.8,pair0_bird_to_airplane_26.png,accepted
pair0_bird_to_airplane_27,0,bird_to_airplane,7390,7634,1,0,bird,airplane,0.8,pair0_bird_to_airplane_27.png,accepted
pair0_bird_to_airplane_29,0,bird_to_airplane,261,3025,1,0,bird,airplane,0.8,pair0_bird_to_airplane_29.png,accepted
pair1_car_to_cat_00,1,car_to_cat,5333,3383,2,3,car,cat,0.8,pair1_car_to_cat_00.png,accepted
pair1_car_to_cat_01,1,car_to_cat,3067,672,2,3,car,cat,0.8,pair1_car_to_cat_01.png,accepted
pair1_car_to_cat_03,1,car_to_cat,49,4168,2,3,car,cat,0.8,pair1_car_to_cat_03.png,accepted
pair1_car_to_cat_04,1,car_to_cat,409,4330,2,3,car,cat,0.8,pair1_car_to_cat_04.png,accepted
pair1_car_to_cat_08,1,car_to_cat,1586,4609,2,3,car,cat,0.8,pair1_car_to_cat_08.png,accepted
pair1_car_to_cat_09,1,car_to_cat,1520,2539,2,3,car,cat,0.8,pair1_car_to_cat_09.png,accepted
pair1_car_to_cat_12,1,car_to_cat,6354,1370,2,3,car,cat,0.8,pair1_car_to_cat_12.png,accepted
pair1_car_to_cat_13,1,car_to_cat,3755,3375,2,3,car,cat,0.8,pair1_car_to_cat_13.png,accepted
pair1_car_to_cat_14,1,car_to_cat,6264,3851,2,3,car,cat,0.8,pair1_car_to_cat_14.png,accepted
pair1_car_to_cat_15,1,car_to_cat,5677,632,2,3,car,cat,0.8,pair1_car_to_cat_15.png,accepted
pair1_car_to_cat_16,1,car_to_cat,3024,2291,2,3,car,cat,0.8,pair1_car_to_cat_16.png,accepted
pair1_car_to_cat_17,1,car_to_cat,5824,4323,2,3,car,cat,0.8,pair1_car_to_cat_17.png,accepted
pair1_car_to_cat_18,1,car_to_cat,2502,6952,2,3,car,cat,0.8,pair1_car_to_cat_18.png,accepted
pair1_car_to_cat_19,1,car_to_cat,714,2861,2,3,car,cat,0.8,pair1_car_to_cat_19.png,accepted
pair1_car_to_cat_20,1,car_to_cat,6028,4908,2,3,car,cat,0.8,pair1_car_to_cat_20.png,accepted
pair1_car_to_cat_22,1,car_to_cat,7084,7744,2,3,car,cat,0.8,pair1_car_to_cat_22.png,accepted
pair1_car_to_cat_23,1,car_to_cat,483,1204,2,3,car,cat,0.8,pair1_car_to_cat_23.png,accepted
pair1_car_to_cat_25,1,car_to_cat,5318,7793,2,3,car,cat,0.8,pair1_car_to_cat_25.png,accepted
pair1_car_to_cat_26,1,car_to_cat,2392,2028,2,3,car,cat,0.8,pair1_car_to_cat_26.png,accepted
pair1_car_to_cat_27,1,car_to_cat,6503,372,2,3,car,cat,0.8,pair1_car_to_cat_27.png,accepted
pair1_cat_to_car_00,1,cat_to_car,677,6332,3,2,cat,car,0.8,pair1_cat_to_car_00.png,accepted
pair1_cat_to_car_01,1,cat_to_car,2291,6503,3,2,cat,car,0.8,pair1_cat_to_car_01.png,accepted
pair1_cat_to_car_03,1,cat_to_car,4531,5218,3,2,cat,car,0.8,pair1_cat_to_car_03.png,accepted
pair1_cat_to_car_04,1,cat_to_car,4229,714,3,2,cat,car,0.8,pair1_cat_to_car_04.png,accepted
pair1_cat_to_car_08,1,cat_to_car,4590,2082,3,2,cat,car,0.8,pair1_cat_to_car_08.png,accepted
pair1_cat_to_car_09,1,cat_to_car,4023,6271,3,2,cat,car,0.8,pair1_cat_to_car_09.png,accepted
pair1_cat_to_car_12,1,cat_to_car,176,5512,3,2,cat,car,0.8,pair1_cat_to_car_12.png,accepted
pair1_cat_to_car_13,1,cat_to_car,4215,1839,3,2,cat,car,0.8,pair1_cat_to_car_13.png,accepted
pair1_cat_to_car_15,1,cat_to_car,6490,1403,3,2,cat,car,0.8,pair1_cat_to_car_15.png,accepted
pair1_cat_to_car_16,1,cat_to_car,2539,3067,3,2,cat,car,0.8,pair1_cat_to_car_16.png,accepted
pair1_cat_to_car_17,1,cat_to_car,2754,2392,3,2,cat,car,0.8,pair1_cat_to_car_17.png,accepted
pair1_cat_to_car_19,1,cat_to_car,6952,6264,3,2,cat,car,0.8,pair1_cat_to_car_19.png,accepted
pair1_cat_to_car_20,1,cat_to_car,4168,5756,3,2,cat,car,0.8,pair1_cat_to_car_20.png,accepted
pair1_cat_to_car_21,1,cat_to_car,2536,5183,3,2,cat,car,0.8,pair1_cat_to_car_21.png,accepted
pair1_cat_to_car_22,1,cat_to_car,4330,317,3,2,cat,car,0.8,pair1_cat_to_car_22.png,accepted
pair1_cat_to_car_24,1,cat_to_car,1431,5333,3,2,cat,car,0.8,pair1_cat_to_car_24.png,accepted
pair1_cat_to_car_26,1,cat_to_car,4821,3454,3,2,cat,car,0.8,pair1_cat_to_car_26.png,accepted
pair1_cat_to_car_27,1,cat_to_car,1370,483,3,2,cat,car,0.8,pair1_cat_to_car_27.png,accepted
pair1_cat_to_car_28,1,cat_to_car,5528,49,3,2,cat,car,0.8,pair1_cat_to_car_28.png,accepted
pair1_cat_to_car_29,1,cat_to_car,7793,6426,3,2,cat,car,0.8,pair1_cat_to_car_29.png,accepted
pair2_deer_to_ship_00,2,deer_to_ship,7610,4311,4,8,deer,ship,0.8,pair2_deer_to_ship_00.png,accepted
pair2_deer_to_ship_01,2,deer_to_ship,7940,5694,4,8,deer,ship,0.8,pair2_deer_to_ship_01.png,accepted
pair2_deer_to_ship_03,2,deer_to_ship,5135,7446,4,8,deer,ship,0.8,pair2_deer_to_ship_03.png,accepted
pair2_deer_to_ship_04,2,deer_to_ship,3179,5705,4,8,deer,ship,0.8,pair2_deer_to_ship_04.png,accepted
pair2_deer_to_ship_06,2,deer_to_ship,1124,5451,4,8,deer,ship,0.8,pair2_deer_to_ship_06.png,accepted
pair2_deer_to_ship_09,2,deer_to_ship,5789,706,4,8,deer,ship,0.8,pair2_deer_to_ship_09.png,accepted
pair2_deer_to_ship_10,2,deer_to_ship,6528,151,4,8,deer,ship,0.8,pair2_deer_to_ship_10.png,accepted
pair2_deer_to_ship_13,2,deer_to_ship,7475,2230,4,8,deer,ship,0.8,pair2_deer_to_ship_13.png,accepted
pair2_deer_to_ship_14,2,deer_to_ship,3365,7138,4,8,deer,ship,0.8,pair2_deer_to_ship_14.png,accepted
pair2_deer_to_ship_15,2,deer_to_ship,3891,1247,4,8,deer,ship,0.8,pair2_deer_to_ship_15.png,accepted
pair2_deer_to_ship_16,2,deer_to_ship,3763,4069,4,8,deer,ship,0.8,pair2_deer_to_ship_16.png,accepted
pair2_deer_to_ship_17,2,deer_to_ship,7864,667,4,8,deer,ship,0.8,pair2_deer_to_ship_17.png,accepted
pair2_deer_to_ship_18,2,deer_to_ship,1266,7818,4,8,deer,ship,0.8,pair2_deer_to_ship_18.png,accepted
pair2_deer_to_ship_19,2,deer_to_ship,4740,3157,4,8,deer,ship,0.8,pair2_deer_to_ship_19.png,accepted
pair2_deer_to_ship_20,2,deer_to_ship,4054,2342,4,8,deer,ship,0.8,pair2_deer_to_ship_20.png,accepted
pair2_deer_to_ship_21,2,deer_to_ship,855,7999,4,8,deer,ship,0.8,pair2_deer_to_ship_21.png,accepted
pair2_deer_to_ship_25,2,deer_to_ship,1429,739,4,8,deer,ship,0.8,pair2_deer_to_ship_25.png,accepted
pair2_deer_to_ship_27,2,deer_to_ship,7944,5525,4,8,deer,ship,0.8,pair2_deer_to_ship_27.png,accepted
pair2_deer_to_ship_28,2,deer_to_ship,5467,2745,4,8,deer,ship,0.8,pair2_deer_to_ship_28.png,accepted
pair2_deer_to_ship_29,2,deer_to_ship,691,194,4,8,deer,ship,0.8,pair2_deer_to_ship_29.png,accepted
pair2_ship_to_deer_01,2,ship_to_deer,1833,1111,8,4,ship,deer,0.8,pair2_ship_to_deer_01.png,accepted
pair2_ship_to_deer_02,2,ship_to_deer,1129,3458,8,4,ship,deer,0.8,pair2_ship_to_deer_02.png,accepted
pair2_ship_to_deer_05,2,ship_to_deer,5000,5062,8,4,ship,deer,0.8,pair2_ship_to_deer_05.png,accepted
pair2_ship_to_deer_06,2,ship_to_deer,4355,3512,8,4,ship,deer,0.8,pair2_ship_to_deer_06.png,accepted
pair2_ship_to_deer_08,2,ship_to_deer,1640,5623,8,4,ship,deer,0.8,pair2_ship_to_deer_08.png,accepted
pair2_ship_to_deer_10,2,ship_to_deer,667,7944,8,4,ship,deer,0.8,pair2_ship_to_deer_10.png,accepted
pair2_ship_to_deer_11,2,ship_to_deer,2342,6528,8,4,ship,deer,0.8,pair2_ship_to_deer_11.png,accepted
pair2_ship_to_deer_14,2,ship_to_deer,716,7692,8,4,ship,deer,0.8,pair2_ship_to_deer_14.png,accepted
pair2_ship_to_deer_16,2,ship_to_deer,4069,7475,8,4,ship,deer,0.8,pair2_ship_to_deer_16.png,accepted
pair2_ship_to_deer_18,2,ship_to_deer,5451,1211,8,4,ship,deer,0.8,pair2_ship_to_deer_18.png,accepted
pair2_ship_to_deer_19,2,ship_to_deer,4676,3179,8,4,ship,deer,0.8,pair2_ship_to_deer_19.png,accepted
pair2_ship_to_deer_20,2,ship_to_deer,7875,171,8,4,ship,deer,0.8,pair2_ship_to_deer_20.png,accepted
pair2_ship_to_deer_21,2,ship_to_deer,706,5789,8,4,ship,deer,0.8,pair2_ship_to_deer_21.png,accepted
pair2_ship_to_deer_22,2,ship_to_deer,7460,7864,8,4,ship,deer,0.8,pair2_ship_to_deer_22.png,accepted
pair2_ship_to_deer_23,2,ship_to_deer,739,5556,8,4,ship,deer,0.8,pair2_ship_to_deer_23.png,accepted
pair2_ship_to_deer_24,2,ship_to_deer,6434,2704,8,4,ship,deer,0.8,pair2_ship_to_deer_24.png,accepted
pair2_ship_to_deer_26,2,ship_to_deer,3948,6033,8,4,ship,deer,0.8,pair2_ship_to_deer_26.png,accepted
pair2_ship_to_deer_27,2,ship_to_deer,7999,4642,8,4,ship,deer,0.8,pair2_ship_to_deer_27.png,accepted
pair2_ship_to_deer_28,2,ship_to_deer,5705,1266,8,4,ship,deer,0.8,pair2_ship_to_deer_28.png,accepted
pair2_ship_to_deer_29,2,ship_to_deer,4662,3365,8,4,ship,deer,0.8,pair2_ship_to_deer_29.png,accepted
pair3_dog_to_truck_00,3,dog_to_truck,6989,5981,5,9,dog,truck,0.8,pair3_dog_to_truck_00.png,accepted
pair3_dog_to_truck_01,3,dog_to_truck,5701,2011,5,9,dog,truck,0.8,pair3_dog_to_truck_01.png,accepted
pair3_dog_to_truck_03,3,dog_to_truck,6358,7380,5,9,dog,truck,0.8,pair3_dog_to_truck_03.png,accepted
pair3_dog_to_truck_04,3,dog_to_truck,2265,1430,5,9,dog,truck,0.8,pair3_dog_to_truck_04.png,accepted
pair3_dog_to_truck_08,3,dog_to_truck,7474,2655,5,9,dog,truck,0.8,pair3_dog_to_truck_08.png,accepted
pair3_dog_to_truck_09,3,dog_to_truck,1552,3318,5,9,dog,truck,0.8,pair3_dog_to_truck_09.png,accepted
pair3_dog_to_truck_13,3,dog_to_truck,2766,5301,5,9,dog,truck,0.8,pair3_dog_to_truck_13.png,accepted
pair3_dog_to_truck_14,3,dog_to_truck,7776,1468,5,9,dog,truck,0.8,pair3_dog_to_truck_14.png,accepted
pair3_dog_to_truck_15,3,dog_to_truck,3889,7047,5,9,dog,truck,0.8,pair3_dog_to_truck_15.png,accepted
pair3_dog_to_truck_16,3,dog_to_truck,6716,276,5,9,dog,truck,0.8,pair3_dog_to_truck_16.png,accepted
pair3_dog_to_truck_17,3,dog_to_truck,97,1836,5,9,dog,truck,0.8,pair3_dog_to_truck_17.png,accepted
pair3_dog_to_truck_18,3,dog_to_truck,378,303,5,9,dog,truck,0.8,pair3_dog_to_truck_18.png,accepted
pair3_dog_to_truck_19,3,dog_to_truck,7041,2351,5,9,dog,truck,0.8,pair3_dog_to_truck_19.png,accepted
pair3_dog_to_truck_20,3,dog_to_truck,4966,7995,5,9,dog,truck,0.8,pair3_dog_to_truck_20.png,accepted
pair3_dog_to_truck_21,3,dog_to_truck,7130,7266,5,9,dog,truck,0.8,pair3_dog_to_truck_21.png,accepted
pair3_dog_to_truck_23,3,dog_to_truck,6224,3893,5,9,dog,truck,0.8,pair3_dog_to_truck_23.png,accepted
pair3_dog_to_truck_24,3,dog_to_truck,1877,419,5,9,dog,truck,0.8,pair3_dog_to_truck_24.png,accepted
pair3_dog_to_truck_26,3,dog_to_truck,645,5284,5,9,dog,truck,0.8,pair3_dog_to_truck_26.png,accepted
pair3_dog_to_truck_27,3,dog_to_truck,4547,6931,5,9,dog,truck,0.8,pair3_dog_to_truck_27.png,accepted
pair3_dog_to_truck_28,3,dog_to_truck,2427,5447,5,9,dog,truck,0.8,pair3_dog_to_truck_28.png,accepted
pair3_truck_to_dog_00,3,truck_to_dog,303,2427,9,5,truck,dog,0.8,pair3_truck_to_dog_00.png,accepted
pair3_truck_to_dog_01,3,truck_to_dog,2655,6414,9,5,truck,dog,0.8,pair3_truck_to_dog_01.png,accepted
pair3_truck_to_dog_03,3,truck_to_dog,3942,1552,9,5,truck,dog,0.8,pair3_truck_to_dog_03.png,accepted
pair3_truck_to_dog_04,3,truck_to_dog,1515,378,9,5,truck,dog,0.8,pair3_truck_to_dog_04.png,accepted
pair3_truck_to_dog_08,3,truck_to_dog,5284,7706,9,5,truck,dog,0.8,pair3_truck_to_dog_08.png,accepted
pair3_truck_to_dog_09,3,truck_to_dog,4094,4953,9,5,truck,dog,0.8,pair3_truck_to_dog_09.png,accepted
pair3_truck_to_dog_12,3,truck_to_dog,3893,6989,9,5,truck,dog,0.8,pair3_truck_to_dog_12.png,accepted
pair3_truck_to_dog_13,3,truck_to_dog,1654,6358,9,5,truck,dog,0.8,pair3_truck_to_dog_13.png,accepted
pair3_truck_to_dog_14,3,truck_to_dog,852,1644,9,5,truck,dog,0.8,pair3_truck_to_dog_14.png,accepted
pair3_truck_to_dog_15,3,truck_to_dog,5447,3353,9,5,truck,dog,0.8,pair3_truck_to_dog_15.png,accepted
pair3_truck_to_dog_17,3,truck_to_dog,5360,3889,9,5,truck,dog,0.8,pair3_truck_to_dog_17.png,accepted
pair3_truck_to_dog_18,3,truck_to_dog,7266,5496,9,5,truck,dog,0.8,pair3_truck_to_dog_18.png,accepted
pair3_truck_to_dog_19,3,truck_to_dog,3318,97,9,5,truck,dog,0.8,pair3_truck_to_dog_19.png,accepted
pair3_truck_to_dog_20,3,truck_to_dog,1411,1626,9,5,truck,dog,0.8,pair3_truck_to_dog_20.png,accepted
pair3_truck_to_dog_21,3,truck_to_dog,5981,319,9,5,truck,dog,0.8,pair3_truck_to_dog_21.png,accepted
pair3_truck_to_dog_23,3,truck_to_dog,131,6922,9,5,truck,dog,0.8,pair3_truck_to_dog_23.png,accepted
pair3_truck_to_dog_25,3,truck_to_dog,1468,2766,9,5,truck,dog,0.8,pair3_truck_to_dog_25.png,accepted
pair3_truck_to_dog_27,3,truck_to_dog,7995,2334,9,5,truck,dog,0.8,pair3_truck_to_dog_27.png,accepted
pair3_truck_to_dog_28,3,truck_to_dog,2062,4106,9,5,truck,dog,0.8,pair3_truck_to_dog_28.png,accepted
pair3_truck_to_dog_29,3,truck_to_dog,805,5701,9,5,truck,dog,0.8,pair3_truck_to_dog_29.png,accepted
pair4_horse_to_monkey_00,4,horse_to_monkey,7108,1296,6,7,horse,monkey,0.8,pair4_horse_to_monkey_00.png,accepted
pair4_horse_to_monkey_01,4,horse_to_monkey,4011,5977,6,7,horse,monkey,0.8,pair4_horse_to_monkey_01.png,accepted
pair4_horse_to_monkey_03,4,horse_to_monkey,4341,29,6,7,horse,monkey,0.8,pair4_horse_to_monkey_03.png,accepted
pair4_horse_to_monkey_04,4,horse_to_monkey,5082,2746,6,7,horse,monkey,0.8,pair4_horse_to_monkey_04.png,accepted
pair4_horse_to_monkey_08,4,horse_to_monkey,4093,1032,6,7,horse,monkey,0.8,pair4_horse_to_monkey_08.png,accepted
pair4_horse_to_monkey_09,4,horse_to_monkey,3844,6084,6,7,horse,monkey,0.8,pair4_horse_to_monkey_09.png,accepted
pair4_horse_to_monkey_12,4,horse_to_monkey,3191,3467,6,7,horse,monkey,0.8,pair4_horse_to_monkey_12.png,accepted
pair4_horse_to_monkey_13,4,horse_to_monkey,5858,1287,6,7,horse,monkey,0.8,pair4_horse_to_monkey_13.png,accepted
pair4_horse_to_monkey_15,4,horse_to_monkey,7338,6772,6,7,horse,monkey,0.8,pair4_horse_to_monkey_15.png,accepted
pair4_horse_to_monkey_16,4,horse_to_monkey,4746,1884,6,7,horse,monkey,0.8,pair4_horse_to_monkey_16.png,accepted
pair4_horse_to_monkey_17,4,horse_to_monkey,4731,4172,6,7,horse,monkey,0.8,pair4_horse_to_monkey_17.png,accepted
pair4_horse_to_monkey_18,4,horse_to_monkey,873,1927,6,7,horse,monkey,0.8,pair4_horse_to_monkey_18.png,accepted
pair4_horse_to_monkey_19,4,horse_to_monkey,3418,269,6,7,horse,monkey,0.8,pair4_horse_to_monkey_19.png,accepted
pair4_horse_to_monkey_20,4,horse_to_monkey,6713,3542,6,7,horse,monkey,0.8,pair4_horse_to_monkey_20.png,accepted
pair4_horse_to_monkey_21,4,horse_to_monkey,5857,4236,6,7,horse,monkey,0.8,pair4_horse_to_monkey_21.png,accepted
pair4_horse_to_monkey_23,4,horse_to_monkey,5580,370,6,7,horse,monkey,0.8,pair4_horse_to_monkey_23.png,accepted
pair4_horse_to_monkey_24,4,horse_to_monkey,7600,2501,6,7,horse,monkey,0.8,pair4_horse_to_monkey_24.png,accepted
pair4_horse_to_monkey_26,4,horse_to_monkey,2003,1048,6,7,horse,monkey,0.8,pair4_horse_to_monkey_26.png,accepted
pair4_horse_to_monkey_27,4,horse_to_monkey,4754,5848,6,7,horse,monkey,0.8,pair4_horse_to_monkey_27.png,accepted
pair4_horse_to_monkey_28,4,horse_to_monkey,1667,1956,6,7,horse,monkey,0.8,pair4_horse_to_monkey_28.png,accepted
pair4_monkey_to_horse_00,4,monkey_to_horse,4791,7996,7,6,monkey,horse,0.8,pair4_monkey_to_horse_00.png,accepted
pair4_monkey_to_horse_01,4,monkey_to_horse,1473,4411,7,6,monkey,horse,0.8,pair4_monkey_to_horse_01.png,accepted
pair4_monkey_to_horse_03,4,monkey_to_horse,3288,920,7,6,monkey,horse,0.8,pair4_monkey_to_horse_03.png,accepted
pair4_monkey_to_horse_04,4,monkey_to_horse,1440,545,7,6,monkey,horse,0.8,pair4_monkey_to_horse_04.png,accepted
pair4_monkey_to_horse_08,4,monkey_to_horse,1220,6381,7,6,monkey,horse,0.8,pair4_monkey_to_horse_08.png,accepted
pair4_monkey_to_horse_09,4,monkey_to_horse,6190,5858,7,6,monkey,horse,0.8,pair4_monkey_to_horse_09.png,accepted
pair4_monkey_to_horse_13,4,monkey_to_horse,1296,4011,7,6,monkey,horse,0.8,pair4_monkey_to_horse_13.png,accepted
pair4_monkey_to_horse_14,4,monkey_to_horse,7270,873,7,6,monkey,horse,0.8,pair4_monkey_to_horse_14.png,accepted
pair4_monkey_to_horse_15,4,monkey_to_horse,1579,3191,7,6,monkey,horse,0.8,pair4_monkey_to_horse_15.png,accepted
pair4_monkey_to_horse_16,4,monkey_to_horse,1927,5857,7,6,monkey,horse,0.8,pair4_monkey_to_horse_16.png,accepted
pair4_monkey_to_horse_17,4,monkey_to_horse,1956,2610,7,6,monkey,horse,0.8,pair4_monkey_to_horse_17.png,accepted
pair4_monkey_to_horse_19,4,monkey_to_horse,5977,6713,7,6,monkey,horse,0.8,pair4_monkey_to_horse_19.png,accepted
pair4_monkey_to_horse_20,4,monkey_to_horse,1771,3844,7,6,monkey,horse,0.8,pair4_monkey_to_horse_20.png,accepted
pair4_monkey_to_horse_21,4,monkey_to_horse,3153,5729,7,6,monkey,horse,0.8,pair4_monkey_to_horse_21.png,accepted
pair4_monkey_to_horse_22,4,monkey_to_horse,1884,4341,7,6,monkey,horse,0.8,pair4_monkey_to_horse_22.png,accepted
pair4_monkey_to_horse_24,4,monkey_to_horse,29,3515,7,6,monkey,horse,0.8,pair4_monkey_to_horse_24.png,accepted
pair4_monkey_to_horse_26,4,monkey_to_horse,3446,7600,7,6,monkey,horse,0.8,pair4_monkey_to_horse_26.png,accepted
pair4_monkey_to_horse_27,4,monkey_to_horse,3467,2958,7,6,monkey,horse,0.8,pair4_monkey_to_horse_27.png,accepted
pair4_monkey_to_horse_28,4,monkey_to_horse,2501,977,7,6,monkey,horse,0.8,pair4_monkey_to_horse_28.png,accepted
pair4_monkey_to_horse_29,4,monkey_to_horse,1032,5408,7,6,monkey,horse,0.8,pair4_monkey_to_horse_29.png,accepted
